Date,Gewicht (kg),Fettmasse (kg),Knochenmasse (kg),Muskelmasse (kg),Wasseranteil (kg),Kommentare
2015-06-14 04:53:16,61.35,7.16,,,,
2015-06-13 22:16:45,60.55,7.6,,,,
2015-06-12 22:15:38,62.85,8.14,,,,
2015-06-12 07:20:21,63.35,7.57,,,,
2015-06-11 15:17:22,60.75,7.82,,,,
2015-06-11 15:16:37,61,,,,,
2015-06-11 00:16:11,60.95,7.11,,,,
2015-06-10 17:28:13,61.2,7.82,,,,
2015-06-10 10:09:11,62.9,6.76,,,,
2015-06-09 20:51:51,61.75,7.03,,,,
2015-06-09 15:21:52,63.95,8.84,,,,
2015-06-08 04:38:26,63.85,6.03,,,,
2015-06-06 21:48:16,62.5,6.98,,,,
2015-06-06 14:46:13,61.25,7.26,,,,
2015-06-06 07:58:12,61.05,6.4,,,,
2015-06-05 19:43:45,61.4,7.7,,,,
2015-06-05 15:26:02,61.35,7.78,,,,
2015-06-05 00:26:40,61.7,6.35,,,,
2015-06-04 07:17:43,61.45,6.83,,,,
2015-06-03 14:17:54,62.65,8.16,,,,
2015-06-02 11:18:24,63.4,8.1,,,,
2015-06-02 02:57:47,63.15,,,,,
2015-05-29 04:58:31,62.25,7.48,,,,
2015-05-27 13:19:42,62.55,,,,,
2015-05-27 00:09:29,60.55,7.03,,,,
2015-05-26 05:24:33,63,8.39,,,,
2015-05-25 07:33:36,61.75,7.98,,,,
2015-05-23 20:25:15,61.85,,,,,
2015-05-21 12:46:25,61.9,7.49,,,,
2015-05-19 21:47:12,62.3,8.17,,,,
2015-05-17 10:03:25,62.65,7.62,,,,
2015-05-16 10:19:14,62.25,7.94,,,,
2015-05-14 18:07:48,62.3,,,,,
2015-05-13 21:35:17,62.85,7.28,,,,
2015-05-13 06:52:19,63.75,,,,,
2015-05-13 00:37:14,62.35,9.42,,,,
2015-05-12 23:36:07,60.85,7.61,,,,
2015-05-12 18:00:10,61.05,8.31,,,,
2015-05-12 02:04:19,61.9,8.26,,,,
2015-05-11 22:04:42,62.65,7.46,,,,
2015-05-11 04:05:54,64,8.01,,,,
2015-05-08 19:21:53,62.55,8.1,,,,
2015-05-08 01:21:59,61.6,7.82,,,,
2015-05-07 05:59:40,63.4,7.83,,,,
2015-05-06 06:32:38,63.1,7.16,,,,
2015-05-05 00:34:34,61.85,,,,,
2015-05-03 07:35:05,62.95,7.87,,,,
2015-05-01 23:42:01,61.25,,,,,
2015-05-01 15:49:03,61.2,,,,,
2015-04-30 06:00:26,62.15,,,,,
2015-04-28 16:34:01,62.9,,,,,
2015-04-28 06:17:21,63.25,7.78,,,,
2015-04-26 18:24:08,64.25,8.5,,,,
2015-04-26 07:43:25,60.5,,,,,
2015-04-23 00:31:46,62.8,8.37,,,,
2015-04-21 15:18:13,64.2,,,,,
2015-04-18 05:43:29,63.05,,,,,
2015-04-17 06:29:42,63,8.06,,,,
2015-04-15 00:32:28,62,7.42,,,,
2015-04-13 17:05:21,62.25,,,,,
2015-04-13 05:17:43,63.65,,,,,
2015-04-11 20:58:49,63.1,8.86,,,,
2015-04-11 08:19:31,63.25,8.81,,,,
2015-04-11 01:20:50,62,,,,,
2015-04-08 23:56:36,61.4,7.64,,,,
2015-04-07 19:54:35,62.35,8.33,,,,
2015-04-07 04:02:05,62.5,,,,,
2015-04-06 20:04:01,62.6,9.14,,,,
2015-04-04 16:08:00,62.85,,,,,
2015-04-04 02:58:50,64.35,,,,,
2015-04-03 00:19:04,61.9,7.91,,,,
2015-04-02 01:43:19,62,7.4,,,,
2015-03-30 23:54:42,64.05,8.28,,,,
2015-03-29 20:01:44,61.9,8.52,,,,
2015-03-28 04:31:36,64.05,8.4,,,,
2015-03-27 06:27:01,64.35,8.83,,,,
2015-03-25 22:51:49,62.4,8.48,,,,
2015-03-25 16:07:32,62.1,,,,,
2015-03-24 04:33:17,63.05,8.77,,,,
2015-03-22 16:04:14,62.25,8.95,,,,
2015-03-21 16:14:04,62.9,8.99,,,,
2015-03-21 03:31:24,63.85,,,,,
2015-03-20 00:24:16,62.3,7.77,,,,
2015-03-19 14:24:05,61.9,8.53,,,,
2015-03-18 15:33:33,62.5,,,,,
2015-03-18 12:53:30,62.65,8.87,,,,
2015-03-17 19:48:36,62.2,7.49,,,,
2015-03-17 09:12:48,61.95,8.83,,,,
2015-03-16 12:32:54,62.85,9.28,,,,
2015-03-15 22:30:35,62.7,,,,,
2015-03-15 15:44:10,62.5,9.74,,,,
2015-03-15 14:14:15,62.45,9.62,,,,
2015-03-15 10:35:49,62.25,9.31,,,,
2015-03-15 10:32:10,62.45,9.36,,,,
2015-03-14 22:48:39,64.2,9.17,,,,
2015-03-14 12:36:07,63.85,,,,,
2015-03-14 11:15:59,64.15,9.92,,,,
2015-03-13 22:45:13,63.45,8.26,,,,
2015-03-13 14:11:46,62.5,8.82,,,,
2015-03-13 01:04:33,63.15,,,,,
2015-03-12 22:58:01,63.8,,,,,
2015-03-12 14:47:25,62.9,8.94,,,,
2015-03-11 21:56:34,62.95,8.65,,,,
2015-03-11 14:30:03,62.9,,,,,
2015-03-11 12:23:16,62.65,,,,,
2015-03-11 00:17:10,64.1,,,,,
2015-03-10 14:58:08,63.2,9.97,,,,
2015-03-10 10:13:12,63.55,,,,,
2015-03-09 23:04:12,63.85,,,,,
2015-03-09 12:47:42,62.6,9.88,,,,
2015-03-09 11:33:55,63.1,9.96,,,,
2015-03-09 10:59:01,62.75,9.62,,,,
2015-03-08 15:27:40,64.6,10.18,,,,
2015-03-08 08:44:45,63.95,9.95,,,,
2015-03-07 15:13:03,63.15,,,,,
2015-03-07 11:34:52,63.7,9.84,,,,
2015-03-07 11:05:19,63.4,,,,,
2015-03-06 16:36:14,64.7,,,,,
2015-03-06 11:28:22,64.25,,,,,
2015-03-05 08:09:16,63.45,10.11,,,,
2015-03-05 04:09:06,64.25,9.75,,,,
2015-03-04 18:17:26,66.1,,,,,
2015-03-04 09:44:48,64.8,10.05,,,,
2015-03-04 09:34:36,64.75,9.96,,,,
2015-03-04 08:20:41,64.7,,,,,
2015-03-04 03:21:19,63.75,9.42,,,,
2015-03-03 03:41:45,62.7,9.62,,,,
2015-03-03 00:20:21,63.4,9.71,,,,
2015-03-02 05:39:19,63.4,9.8,,,,
2015-03-01 06:00:34,63.7,,,,,
2015-02-28 23:30:35,62.4,9.37,,,,
2015-02-28 08:17:14,63.6,9.3,,,,
2015-02-28 05:19:34,63.4,9.78,,,,
2015-02-27 23:36:34,63.25,9.49,,,,
2015-02-27 08:30:42,62.9,,,,,
2015-02-26 22:20:03,62.55,,,,,
2015-02-26 19:37:16,62.6,,,,,
2015-02-26 19:33:26,62.55,,,,,
2015-02-26 07:51:57,63.85,9.48,,,,
2015-02-25 22:45:03,63.2,9.59,,,,
2015-02-25 05:40:15,64.15,10.57,,,,
2015-02-24 21:31:15,63.95,10.08,,,,
2015-02-24 06:26:48,63.3,10.24,,,,
2015-02-24 04:37:20,63.05,9.99,,,,
2015-02-23 23:45:56,64.35,9.34,,,,
2015-02-23 10:17:40,63.65,9.24,,,,
2015-02-23 09:27:59,63.3,9.1,,,,
2015-02-23 05:59:06,64.45,9.6,,,,
2015-02-23 00:31:52,63.65,9.54,,,,
2015-02-22 21:19:04,64.05,,,,,
2015-02-22 10:07:48,64.2,,,,,
2015-02-22 03:51:04,64.65,9.99,,,,
2015-02-22 02:44:16,64.3,9.86,,,,
2015-02-22 00:43:55,64.15,10.2,,,,
2015-02-21 23:26:31,65.15,10.82,,,,
2015-02-21 02:11:00,64.8,10.58,,,,
2015-02-20 23:05:26,63.35,10.57,,,,
2015-02-20 21:27:27,63.35,10.13,,,,
2015-02-20 20:28:03,63.25,9.93,,,,
2015-02-20 15:14:56,64.15,10.11,,,,
2015-02-20 13:07:19,64.2,10.88,,,,
2015-02-20 10:51:38,64.4,10.56,,,,
2015-02-20 07:16:45,64.45,10.67,,,,
2015-02-20 06:20:55,64.75,10.3,,,,
2015-02-19 22:02:21,64.35,10.22,,,,
2015-02-19 15:03:28,63.35,10.15,,,,
2015-02-19 03:58:58,63.25,10.85,,,,
2015-02-19 02:40:16,63.05,10.76,,,,
2015-02-18 17:13:14,64.1,9.72,,,,
2015-02-18 06:04:29,64.6,11.6,,,,
2015-02-18 03:17:05,64.5,10.03,,,,
2015-02-17 20:11:22,63.8,10.76,,,,
2015-02-17 16:58:54,63.8,,,,,
2015-02-17 06:55:50,64.5,11.48,,,,
2015-02-17 01:23:18,64.5,10.37,,,,
2015-02-17 00:34:54,65.1,11.33,,,,
2015-02-16 16:05:59,64.75,11.17,,,,
2015-02-16 06:29:51,65.15,11.8,,,,
2015-02-16 05:26:44,65.45,11.95,,,,
2015-02-16 03:49:55,65.85,,,,,
2015-02-16 03:35:59,65.6,9.92,,,,
2015-02-16 02:26:53,65.95,,,,,
2015-02-15 19:32:55,65.25,10.58,,,,
2015-02-15 07:57:47,65.65,,,,,
2015-02-15 07:44:38,66.05,11.95,,,,
2015-02-15 04:29:59,65.8,12.65,,,,
2015-02-14 21:02:36,66.3,11.58,,,,
2015-02-14 17:11:32,66.45,11.12,,,,
2015-02-14 07:16:32,67.55,,,,,
2015-02-13 16:53:08,66,11.58,,,,
2015-02-13 04:22:30,65.65,12.49,,,,
2015-02-13 02:05:15,65.55,11.32,,,,
2015-02-12 23:54:28,66.2,11.89,,,,
2015-02-12 19:28:52,65.9,12.01,,,,
2015-02-12 13:55:09,65.9,11.84,,,,
2015-02-12 07:49:04,66.15,12.6,,,,
2015-02-12 01:37:25,66.85,11.73,,,,
2015-02-10 18:29:30,68.05,12.92,,,,
2015-02-10 08:41:55,67.8,12.24,,,,
2015-02-10 03:27:11,67,13,,,,
2015-02-09 03:54:28,68.95,,,,,
2015-02-08 22:22:56,68.7,12.15,,,,
2015-02-08 21:02:13,68.5,,,,,
2015-02-08 00:11:10,67.2,12.35,,,,
2015-02-07 18:09:38,68.6,12.62,,,,
2015-02-07 01:10:48,67.35,,,,,
2015-02-06 22:05:12,66.3,13.06,,,,
2015-02-06 18:31:27,66.5,12.18,,,,
2015-02-06 02:28:33,67.9,,,,,
2015-02-05 18:30:58,68.15,,,,,
2015-02-05 06:33:55,67.5,12.31,,,,
2015-02-05 03:30:15,67.15,12.53,,,,
2015-02-04 15:07:43,67.75,12.74,,,,
2015-02-03 23:52:19,68.15,12.52,,,,
2015-02-03 21:13:14,68.2,12.63,,,,
2015-02-03 04:05:14,68.5,15.1,,,,
2015-02-02 17:46:33,67.6,12.48,,,,
2015-02-01 19:23:11,68.6,14.03,,,,
2015-01-31 19:48:18,67.4,,,,,
2015-01-31 04:10:08,67.9,,,,,
2015-01-30 18:12:52,68.35,13.32,,,,
2015-01-30 05:07:28,69.35,13.16,,,,
2015-01-29 18:20:18,69,,,,,
2015-01-29 12:39:09,69.25,,,,,
2015-01-29 03:32:41,69.55,12.71,,,,
2015-01-29 01:51:44,68.8,,,,,
2015-01-28 12:38:59,69.25,,,,,
2015-01-28 12:00:54,69.6,,,,,
2015-01-26 12:21:59,69.75,,,,,
2015-01-25 20:24:35,69.55,13.88,,,,
2015-01-25 09:22:45,70.15,13.73,,,,
2015-01-24 06:02:05,70.15,,,,,
2015-01-23 22:36:27,68.95,,,,,
2015-01-23 20:32:40,68.25,15.23,,,,
2015-01-22 09:57:12,70.7,,,,,
2015-01-22 06:42:11,70.85,,,,,
2015-01-21 22:54:41,70.2,,,,,
2015-01-20 23:35:14,69.6,,,,,
2015-01-20 22:44:52,69.8,,,,,
2015-01-20 06:02:47,68.45,,,,,
2015-01-19 23:49:16,67.55,12.59,,,,
2015-01-19 16:06:30,68.3,12.75,,,,
2015-01-19 14:26:12,68.35,13.39,,,,
2015-01-19 10:11:57,69.05,13.26,,,,
2015-01-18 23:42:06,69.6,12.53,,,,
2015-01-18 02:57:50,69.8,13.79,,,,
2015-01-17 08:20:19,69.7,,,,,
2015-01-17 01:49:42,68.3,,,,,
2015-01-16 18:52:11,67.65,13.27,,,,
2015-01-16 07:43:29,67.9,11.62,,,,
2015-01-16 07:14:18,67.9,14.23,,,,
2015-01-16 04:48:26,68,,,,,
2015-01-16 01:49:28,68.3,,,,,
2015-01-15 17:25:17,68.25,13.77,,,,
2015-01-15 14:16:16,69,,,,,
2015-01-15 13:08:33,68.6,12.82,,,,
2015-01-15 12:33:16,68.95,14.41,,,,
2015-01-15 07:17:18,68.85,,,,,
2015-01-15 05:46:38,68.85,20.44,,,,
2015-01-15 03:51:24,69.25,14.89,,,,
2015-01-14 19:31:36,69.2,14.06,,,,
2015-01-14 02:29:47,69.9,16.02,,,,
2015-01-13 21:02:10,70.5,,,,,
2015-01-12 16:51:19,70,13.28,,,,
2015-01-11 23:37:24,69.65,14.3,,,,
2015-01-11 07:12:42,70.9,15.1,,,,
2015-01-10 16:23:29,69.85,22.49,,,,
2015-01-09 11:55:15,70.05,13.68,,,,
2015-01-07 13:42:36,70.7,,,,,
2015-01-06 11:19:20,70.05,16.76,,,,
2015-01-06 02:39:49,71.3,,,,,
2015-01-05 17:26:04,71.95,15.06,,,,
2015-01-05 13:22:06,71.8,,,,,
2015-01-04 13:39:03,69.55,13.82,,,,
2015-01-03 21:52:19,70.2,13.9,,,,
2015-01-03 17:25:32,68.8,12.86,,,,
2015-01-03 08:13:43,69.45,12.99,,,,
2015-01-03 06:37:39,67.05,11.77,,,,
2015-01-03 06:37:20,67.15,11.77,,,,
2015-01-03 05:25:44,69.8,13.76,,,,
2015-01-02 18:42:03,69.55,15.36,,,,
2015-01-02 09:48:22,69.9,,,,,
2015-01-01 17:57:35,69.8,15.22,,,,
2015-01-01 13:54:46,70.35,14.46,,,,
2015-01-01 03:12:33,71,15.62,,,,
2014-12-31 10:07:38,68.7,14.2,,,,
2014-12-31 07:19:40,68.9,19.01,,,,
2014-12-29 12:42:53,70.35,,,,,
2014-12-28 14:10:13,71.95,,,,,
2014-12-27 22:54:33,72.75,22.55,,,,
2014-12-27 06:48:07,70.75,13.07,,,,
2014-12-27 02:53:23,71.7,,,,,
2014-12-26 15:59:40,72.45,16.42,,,,
2014-12-25 11:40:46,70.4,18.18,,,,
2014-12-24 10:35:22,69.7,13.49,,,,
2014-12-24 05:48:05,70.8,13.97,,,,
2014-12-23 04:42:46,70.65,13.78,,,,
2014-12-21 13:14:43,70.2,13.36,,,,
2014-12-21 01:29:38,69.7,13.96,,,,
2014-12-21 00:56:19,69.75,13.53,,,,
2014-12-20 00:58:58,70.8,12.24,,,,
2014-12-18 21:14:43,69.65,13.7,,,,
2014-12-18 05:37:21,70.55,14.39,,,,
2014-12-17 22:55:56,70.95,,,,,
2014-12-17 07:25:30,71.75,12.16,,,,
2014-12-17 04:08:19,71.55,13.81,,,,
2014-12-16 22:11:52,71.35,13.76,,,,
2014-12-16 01:08:33,70.05,,,,,
2014-12-15 10:21:37,71,13.48,,,,
2014-12-15 05:53:08,69.2,13.84,,,,
2014-12-14 20:52:39,68.95,16.47,,,,
2014-12-13 22:45:57,70.55,13.27,,,,
2014-12-13 10:06:35,72.1,,,,,
2014-12-13 02:51:19,71.1,15.28,,,,
2014-12-12 15:15:32,70.45,13.66,,,,
2014-12-11 23:07:30,69.85,14.81,,,,
2014-12-11 09:20:52,71.05,,,,,
2014-12-10 05:31:00,72.1,,,,,
2014-12-09 10:28:05,69.7,,,,,
2014-12-08 04:40:47,69.65,12.04,,,,
2014-12-07 07:23:38,70.6,13.51,,,,
2014-12-06 20:11:51,68.7,,,,,
2014-12-05 14:12:41,69.75,13.99,,,,
2014-12-04 18:15:01,69.15,13.72,,,,
2014-12-04 05:20:17,68.9,12.51,,,,
2014-12-03 23:00:08,70.6,14.42,,,,
2014-12-03 21:10:21,69.95,,,,,
2014-12-02 22:50:52,69.75,,,,,
2014-12-02 13:25:24,70.25,,,,,
2014-12-02 06:37:19,70.15,12.57,,,,
2014-12-02 02:06:43,70.3,,,,,
2014-12-01 17:49:56,69.1,13.81,,,,
2014-11-29 18:07:35,69.3,13.97,,,,
2014-11-29 18:06:06,69.65,,,,,
2014-11-29 07:33:54,69.9,14.49,,,,
2014-11-27 17:49:23,70.35,13.86,,,,
2014-11-27 01:00:18,71.7,,,,,
2014-11-26 19:18:13,71.6,21.93,,,,
2014-11-26 06:33:39,71.7,15.25,,,,
2014-11-25 06:45:10,72.3,,,,,
2014-11-24 06:27:23,70.85,,,,,
2014-11-23 18:25:40,70.55,,,,,
2014-11-22 18:14:05,71.45,13.56,,,,
2014-11-21 16:49:14,70.7,14.32,,,,
2014-11-21 04:03:05,71.2,,,,,
2014-11-21 01:07:42,71.8,,,,,
2014-11-20 17:52:37,71.05,,,,,
2014-11-20 06:58:11,70.95,,,,,
2014-11-20 05:40:43,71.15,,,,,
2014-11-19 23:43:24,71.8,15.57,,,,
2014-11-19 17:58:27,72.15,,,,,
2014-11-19 02:53:14,73.3,,,,,
2014-11-19 00:03:20,72.45,14.36,,,,
2014-11-18 17:07:58,70.2,14.39,,,,
2014-11-18 16:35:41,70.3,14.5,,,,
2014-11-18 05:47:08,71.2,13.76,,,,
2014-11-17 17:12:01,71.95,19.78,,,,
2014-11-16 14:49:29,71,14.73,,,,
2014-11-15 18:09:18,71.5,,,,,
2014-11-15 16:10:51,71.9,15.71,,,,
2014-11-15 04:24:26,71.7,16.04,,,,
2014-11-14 17:03:28,71.7,17.31,,,,
2014-11-13 19:06:30,72.3,,,,,
2014-11-13 19:05:28,73.3,,,,,
2014-11-13 14:07:35,74.45,18.38,,,,
2014-11-13 12:20:10,73.3,,,,,
2014-11-12 18:58:43,72.95,,,,,
2014-11-12 14:51:09,72.2,15.39,,,,
2014-11-12 05:27:58,73.1,,,,,
2014-11-11 14:51:39,73.3,16.43,,,,
2014-11-10 16:30:48,74.8,,,,,
2014-11-10 15:05:37,76.1,,,,,
2014-11-09 23:08:17,74.45,13,,,,
2014-11-09 11:45:24,74.1,16.02,,,,
2014-11-08 12:26:47,73.75,,,,,
2014-11-07 16:56:53,74.75,16.63,,,,
2014-11-07 09:56:45,72.25,14.84,,,,
2014-11-07 01:54:49,73.6,,,,,
2014-11-06 05:16:57,73.5,15.73,,,,
2014-11-05 07:29:14,74.15,13.94,,,,
2014-11-04 11:00:12,73.65,15.88,,,,
2014-11-03 23:55:20,73.5,14.17,,,,
2014-11-03 11:32:33,72.9,,,,,
2014-11-03 11:30:05,72.85,15.71,,,,
2014-11-01 14:05:57,75.65,18.48,,,,
2014-11-01 14:05:18,73.6,17.64,,,,
2014-10-31 13:41:13,77.5,16.22,,,,
2014-10-30 06:17:50,75.7,17.27,,,,
2014-10-29 11:01:05,74.9,16.61,,,,
2014-10-29 08:32:11,75.15,,,,,
2014-10-29 03:56:08,75,,,,,
2014-10-29 00:19:24,74.85,18.12,,,,
2014-10-27 20:27:07,78.4,,,,,
2014-10-27 07:48:40,76.25,,,,,
2014-10-27 04:41:18,75.9,17.69,,,,
2014-10-26 15:30:41,75.55,,,,,
2014-10-26 07:39:47,76.85,,,,,
2014-10-25 04:31:44,76,18.11,,,,
2014-10-24 14:52:28,74.9,15.61,,,,
2014-10-23 12:12:21,77.5,18.25,,,,
2014-10-23 06:48:46,75.8,,,,,
2014-10-23 02:10:56,76.45,18.18,,,,
2014-10-23 01:07:49,76,17.29,,,,
2014-10-22 07:15:17,75.3,15.51,,,,
2014-10-22 04:56:35,75.95,17.92,,,,
2014-10-21 03:46:49,75.45,,,,,
2014-10-20 20:41:25,76.65,16.23,,,,
2014-10-20 04:50:22,76.15,17.52,,,,
2014-10-20 04:05:33,76.1,17.29,,,,
2014-10-19 23:14:17,76.5,18.06,,,,
2014-10-19 03:28:47,76.35,15.48,,,,
2014-10-18 05:59:21,77.3,,,,,
2014-10-17 18:12:05,75.75,,,,,
2014-10-17 06:26:17,74.65,16.72,,,,
2014-10-17 03:32:42,74.3,16.79,,,,
2014-10-17 02:29:56,74.35,17.18,,,,
2014-10-17 01:08:57,74.5,16.4,,,,
2014-10-16 18:06:18,75.4,17.1,,,,
2014-10-16 12:23:30,75.9,15.83,,,,
2014-10-15 18:53:48,75.75,17.71,,,,
2014-10-15 07:18:09,76.65,16,,,,
2014-10-14 22:20:54,75.35,17.68,,,,
2014-10-14 21:44:51,75.3,17.6,,,,
2014-10-14 08:51:10,75.75,15.87,,,,
2014-10-13 17:48:29,74.9,,,,,
2014-10-13 06:45:21,76.75,,,,,
2014-10-13 01:05:26,77.35,16.58,,,,
2014-10-12 19:17:12,74.7,,,,,
2014-10-11 22:48:35,74.25,,,,,
2014-10-11 21:41:25,73.9,17.21,,,,
2014-10-11 21:15:30,74.05,18.16,,,,
2014-10-11 20:00:25,74.25,,,,,
2014-10-11 18:33:45,74.3,,,,,
2014-10-11 07:42:24,75.15,18.7,,,,
2014-10-10 23:33:43,76.05,15.98,,,,
2014-10-10 17:10:01,76.35,,,,,
2014-10-10 11:45:36,77,,,,,
2014-10-10 03:15:38,77.3,15.67,,,,
2014-10-09 23:55:01,76.85,,,,,
2014-10-09 18:49:05,75.95,16.54,,,,
2014-10-09 18:19:41,75.7,17.12,,,,
2014-10-09 06:57:04,75.75,28.22,,,,
2014-10-09 05:58:32,75.15,,,,,
2014-10-09 03:52:06,75.1,,,,,
2014-10-09 01:48:43,75.4,15.94,,,,
2014-10-08 23:07:18,75.05,17.54,,,,
2014-10-08 18:25:32,74.4,17.39,,,,
2014-10-08 18:04:49,74.3,16.75,,,,
2014-10-08 17:36:51,74.2,16.71,,,,
2014-10-08 17:16:43,74.4,,,,,
2014-10-08 16:38:01,73.6,16.66,,,,
2014-10-08 05:04:47,73.8,16.12,,,,
2014-10-08 03:04:44,73.7,16.38,,,,
2014-10-08 02:18:13,73.85,16.7,,,,
2014-10-08 02:12:40,73.95,16.92,,,,
2014-10-08 01:37:38,73.95,17.19,,,,
2014-10-08 00:38:51,74.5,17.23,,,,
2014-10-08 00:00:36,73.95,16.92,,,,
2014-10-07 21:10:42,74.65,17.63,,,,
2014-10-07 21:04:44,74.8,17.44,,,,
2014-10-07 19:48:16,74.5,16.78,,,,
2014-10-07 18:01:54,74.55,17.16,,,,
2014-10-07 17:50:26,74.25,17.2,,,,
2014-10-07 03:53:29,76.1,,,,,
2014-10-07 00:17:33,76.35,,,,,
2014-10-06 12:43:32,74.65,18.12,,,,
2014-10-06 06:36:04,75.05,17.65,,,,
2014-10-06 00:41:52,74.9,14.19,,,,
2014-10-05 22:27:23,75.05,,,,,
2014-10-05 17:51:41,75.1,18.12,,,,
2014-10-05 17:06:20,75.05,17.65,,,,
2014-10-05 05:27:06,75.2,,,,,
2014-10-04 23:48:51,75.8,,,,,
2014-10-04 22:07:55,75.15,,,,,
2014-10-04 21:04:27,75,21.77,,,,
2014-10-04 18:58:46,75.75,15.76,,,,
2014-10-04 18:11:38,76.05,,,,,
2014-10-04 06:48:14,76.4,,,,,
2014-10-03 22:17:34,76.75,16.18,,,,
2014-10-03 21:23:51,77.5,,,,,
2014-10-03 15:56:43,75.65,,,,,
2014-10-03 15:39:30,75.15,18.23,,,,
2014-10-03 06:53:25,75.75,16.83,,,,
2014-10-03 05:59:48,74.9,,,,,
2014-10-03 05:21:38,75.25,,,,,
2014-10-03 04:03:50,75.65,25.6,,,,
2014-10-03 01:09:10,74.9,,,,,
2014-10-03 00:35:50,74.75,18.14,,,,
2014-10-02 23:11:18,74.85,22.5,,,,
2014-10-02 22:05:15,74.7,,,,,
2014-10-02 21:22:06,74.8,,,,,
2014-10-02 20:53:42,75.2,18.99,,,,
2014-10-02 20:34:03,75.05,18.07,,,,
2014-10-02 19:38:20,75.5,,,,,
2014-10-02 19:27:01,75.3,,,,,
2014-10-02 18:59:50,75.35,18.18,,,,
2014-10-02 18:52:48,75.55,17.88,,,,
2014-10-02 16:26:45,75.35,18.07,,,,
2014-10-02 09:35:06,75.65,17.48,,,,
2014-10-02 08:43:18,75.45,17.29,,,,
2014-10-02 08:08:58,75.3,17.63,,,,
2014-10-02 07:26:31,75.5,17.65,,,,
2014-10-02 06:36:10,75.7,16.46,,,,
2014-10-02 05:47:50,75.85,17.01,,,,
2014-10-02 04:44:53,75.65,17.15,,,,
2014-10-02 03:47:56,75.6,16.31,,,,
2014-10-01 23:29:04,76.1,16.87,,,,
2014-10-01 21:41:14,76.1,16.05,,,,
2014-10-01 21:40:58,76.05,16.65,,,,
2014-10-01 21:34:14,76.2,,,,,
2014-10-01 21:32:35,76.1,15.26,,,,
2014-10-01 17:13:52,77.45,,,,,
2014-10-01 15:36:24,77.1,,,,,
2014-10-01 15:27:20,77.3,17.96,,,,
2014-10-01 15:03:02,77.45,17.92,,,,
2014-10-01 00:56:32,78.4,,,,,
2014-09-30 20:52:48,77,20.77,,,,
2014-09-30 17:56:18,76.3,16.8,,,,
2014-09-30 17:55:35,76.6,,,,,
2014-09-30 14:25:51,76.1,17.58,,,,
2014-09-30 13:18:30,76,17.84,,,,
2014-09-30 12:33:27,75.8,,,,,
2014-09-30 12:04:31,75.95,,,,,
2014-09-30 11:26:26,75.8,18.01,,,,
2014-09-30 02:47:03,76,16.72,,,,
2014-09-30 00:33:46,76.45,18.59,,,,
2014-09-29 23:44:25,76.3,,,,,
2014-09-29 23:34:12,76.4,17.79,,,,
2014-09-29 22:47:46,76.3,18.61,,,,
2014-09-29 20:09:30,75.75,17.45,,,,
2014-09-29 12:05:17,77.15,,,,,
2014-09-29 08:16:45,76.35,18.43,,,,
2014-09-29 05:46:25,76.5,,,,,
2014-09-29 04:34:36,76.25,,,,,
2014-09-29 03:17:38,76.75,18.3,,,,
2014-09-29 01:38:05,77.2,19.06,,,,
2014-09-29 00:00:03,76.95,,,,,
2014-09-28 23:30:40,76.8,15.91,,,,
2014-09-28 23:01:05,75.65,16.71,,,,
2014-09-28 23:00:35,75.85,,,,,
2014-09-28 21:48:25,75.85,,,,,
2014-09-28 19:11:05,76.15,16.08,,,,
2014-09-28 15:15:18,76.4,,,,,
2014-09-28 14:38:24,76.2,17.66,,,,
2014-09-28 08:39:47,76.9,17.92,,,,
2014-09-28 02:36:17,77.75,16.95,,,,
2014-09-28 02:21:25,77.5,15.89,,,,
2014-09-27 23:11:05,77.15,,,,,
2014-09-27 20:08:23,76.45,17.37,,,,
2014-09-27 19:38:17,75.75,,,,,
2014-09-27 19:34:29,75.5,,,,,
2014-09-27 18:24:47,76,,,,,
2014-09-27 14:01:52,76.25,,,,,
2014-09-27 03:32:31,77.2,,,,,
2014-09-26 22:30:35,77.6,,,,,
2014-09-26 18:19:44,76.6,17.26,,,,
2014-09-26 15:04:23,76.1,17.85,,,,
2014-09-26 10:00:07,76.4,18.58,,,,
2014-09-26 00:33:48,77.15,18.08,,,,
2014-09-25 23:55:47,77.25,18.4,,,,
2014-09-25 21:19:54,77.1,16.86,,,,
2014-09-25 20:29:15,77.55,16.48,,,,
2014-09-25 10:07:49,76.9,19.08,,,,
2014-09-24 23:37:31,77.25,19.03,,,,
2014-09-24 21:44:56,77.35,,,,,
2014-09-24 21:06:32,77.55,19.48,,,,
2014-09-24 18:45:18,78.1,18.64,,,,
2014-09-24 18:21:09,78.55,17.8,,,,
2014-09-24 17:49:55,78.8,,,,,
2014-09-24 16:57:06,78.55,18.92,,,,
2014-09-24 07:47:15,78.25,,,,,
2014-09-24 06:55:45,78.3,,,,,
2014-09-24 03:59:38,79.25,16.7,,,,
2014-09-24 00:57:02,78.6,15.74,,,,
2014-09-23 13:55:45,76.35,19.07,,,,
2014-09-23 13:32:03,76.35,18.73,,,,
2014-09-23 11:40:10,76.65,18.91,,,,
2014-09-23 00:29:01,77.3,18.28,,,,
2014-09-22 21:39:52,76.95,17.41,,,,
2014-09-22 20:58:21,76.7,17.95,,,,
2014-09-22 15:02:53,76.3,17.52,,,,
